"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"17/08/2018","GOIL","5.05","3.20","3.20","3.20","3.20","3.20","0","3.15","3.20","600.00",""
"16/08/2018","GOIL","5.05","3.20","3.20","3.20","3.20","3.20","0","3.00","3.20","0.00",""
"15/08/2018","GOIL","5.05","3.20","3.29","3.29","3.20","3.20","-0.09","","3.20","2,000.00",""
"14/08/2018","GOIL","5.05","3.29","3.33","3.33","3.29","3.29","-0.04","3.20","3.29","94,800.00",""
"13/08/2018","GOIL","5.05","3.33","3.70","3.70","3.30","3.33","-0.37","3.20","3.35","9,000.00",""
"10/08/2018","GOIL","5.05","3.70","3.94","3.94","3.70","3.70","-0.24","","3.70","105,500.00",""
"09/08/2018","GOIL","5.05","3.92","3.92","3.92","3.94","3.94","0.02","3.88","3.94","42,000.00",""
"08/08/2018","GOIL","5.05","3.92","3.95","3.95","3.90","3.92","-0.03","","3.90","3,900.00",""
"07/08/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","3.90","3.95","27,500.00",""
"06/08/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","4.00","0.00",""
"03/08/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","3.95","","1,700.00",""
"02/08/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","3.95","12,700.00",""
"01/08/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","3.95","22,200.00",""
"31/07/2018","GOIL","5.05","3.95","3.99","3.99","3.95","3.95","-0.04","","3.95","200.00",""
"30/07/2018","GOIL","5.05","3.95","3.99","3.99","3.99","3.99","0","3.90","3.99","100.00",""
"27/07/2018","GOIL","5.05","3.95","3.99","3.99","3.99","3.99","0","","3.98","0.00",""
"26/07/2018","GOIL","5.05","3.95","3.99","3.99","3.99","3.99","0","","3.97","0.00",""
"25/07/2018","GOIL","5.05","3.95","3.99","3.99","3.99","3.99","0","","3.99","0.00",""
"24/07/2018","GOIL","5.05","3.95","4.00","4.00","3.99","3.99","-0.01","","3.99","1,100.00",""
"23/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","300.00",""
"20/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","5,800.00",""
"19/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","55,200.00",""
"18/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","3.99","0.00",""
"17/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","100.00",""
"16/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","0.00",""
"13/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","700.00",""
"12/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","323,600.00",""
"11/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","4.00","4.50","105,200.00",""
"10/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","13,200.00",""
"09/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","206,100.00",""
"06/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","4.00","4.50","16,600.00",""
"05/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.10","9,700.00",""
"04/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","0.00",""
"03/07/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","1,700.00",""
"29/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","300.00",""
"28/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","4.00","4.50","0.00",""
"27/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","200.00",""
"26/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","10,800.00",""
"25/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","","4.00","15,700.00",""
"22/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","4.00","","300.00",""
"21/06/2018","GOIL","5.05","3.95","4.00","4.00","4.00","4.00","0","4.00","","129,500.00",""
"20/06/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","3.94","0.00",""
"19/06/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","3.94","0.00",""
"18/06/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","3.95","0.00",""
"14/06/2018","GOIL","5.05","3.95","3.95","3.95","3.95","3.95","0","","3.95","5,000.00",""
"13/06/2018","GOIL","5.05","3.95","3.95","3.95","4.00","3.95","0","3.40","3.95","0.00",""
"12/06/2018","GOIL","5.05","3.95","3.99","3.99","4.00","3.95","-0.04","","4.00","7,100.00",""
"11/06/2018","GOIL","5.05","3.99","4.00","4.00","3.98","3.99","-0.01","3.40","3.99","19,400.00",""
"08/06/2018","GOIL","5.05","4.00","4.32","4.32","4.00","4.00","-0.32","4.00","4.32","100.00",""
"07/06/2018","GOIL","5.05","4.30","4.30","4.30","4.32","4.32","0.02","","4.32","100.00",""
"06/06/2018","GOIL","5.05","4.30","4.30","4.30","4.30","4.30","0","4.20","4.28","0.00",""
"05/06/2018","GOIL","5.05","4.30","4.35","4.35","4.30","4.30","-0.05","","4.30","100.00",""
"04/06/2018","GOIL","5.05","4.35","4.38","4.38","4.35","4.35","-0.03","","4.35","200.00",""
"01/06/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.35","400.00",""
"31/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.35","0.00",""
"30/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.35","0.00",""
"29/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.37","0.00",""
"28/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.37","0.00",""
"24/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","4.20","4.37","200.00",""
"23/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.38","20,000.00",""
"22/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.38","0.00",""
"21/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","","4.38","400.00",""
"18/05/2018","GOIL","5.05","2.69","4.38","4.38","4.39","4.38","0","4.20","4.40","354,400.00",""
"17/05/2018","GOIL","5.05","2.69","4.40","4.40","4.39","4.38","-0.02","4.30","4.39","210,300.00",""
"16/05/2018","GOIL","5.05","2.69","4.47","4.47","4.26","4.40","-0.07","","4.24","51,000.00",""
"15/05/2018","GOIL","5.05","2.69","4.50","4.50","4.47","4.47","-0.03","","4.45","22,500.00",""
"14/05/2018","GOIL","5.05","2.69","4.66","4.66","4.50","4.50","-0.16","","4.50","4,200.00",""
"11/05/2018","GOIL","5.05","2.69","4.69","4.69","4.66","4.66","-0.03","","4.65","6,500.00",""
"10/05/2018","GOIL","5.05","2.69","4.80","4.80","4.69","4.69","-0.11","","4.68","23,700.00",""
"09/05/2018","GOIL","5.05","2.69","4.79","4.79","4.78","4.80","0.01","","4.78","2,600.00",""
"08/05/2018","GOIL","5.05","2.69","4.82","4.82","4.76","4.79","-0.03","","4.76","25,300.00",""
"07/05/2018","GOIL","5.05","2.69","4.82","4.82","4.82","4.82","0","4.50","4.80","0.00",""
"04/05/2018","GOIL","5.05","2.69","4.84","4.84","4.82","4.82","-0.02","","4.82","100.00",""
"03/05/2018","GOIL","5.05","2.69","4.86","4.86","4.84","4.84","-0.02","","4.85","1,300.00",""
"02/05/2018","GOIL","5.05","2.69","4.90","4.90","4.85","4.86","-0.04","","4.90","1,100.00",""
"30/04/2018","GOIL","5.05","2.69","4.91","4.91","4.90","4.90","-0.01","4.50","4.90","200.00",""
"27/04/2018","GOIL","5.05","2.69","4.91","4.91","4.90","4.91","0","","4.85","0.00",""
"26/04/2018","GOIL","5.05","2.69","4.95","4.95","4.90","4.91","-0.04","","4.90","24,100.00",""
"25/04/2018","GOIL","5.05","2.69","5.00","5.00","4.95","4.95","-0.05","","4.95","4,000.00",""
"24/04/2018","GOIL","5.05","2.69","5.00","5.00","5.00","5.00","0","","5.00","4,000.00",""
"23/04/2018","GOIL","5.05","2.69","5.00","5.00","5.00","5.00","0","","5.00","100.00",""
"20/04/2018","GOIL","5.05","2.69","5.00","5.00","5.00","5.00","0","","4.95","33,500.00",""
"19/04/2018","GOIL","5.05","2.69","5.00","5.00","5.00","5.00","0","","5.00","6,000.00",""
"18/04/2018","GOIL","5.05","2.69","5.01","5.01","5.00","5.00","-0.01","","5.00","400.00",""
"17/04/2018","GOIL","5.05","2.69","5.00","5.00","5.05","5.01","0.01","","5.00","700.00",""
"16/04/2018","GOIL","5.00","2.69","5.00","5.00","5.20","5.00","0","","5.00","4,500.00",""
"13/04/2018","GOIL","5.00","2.69","5.00","5.00","5.20","5.00","0","4.95","5.00","0.00",""
"12/04/2018","GOIL","5.00","2.69","5.00","5.00","5.20","5.00","0","4.99","5.00","47,400.00",""
"11/04/2018","GOIL","5.00","2.69","5.00","5.00","5.20","5.00","0","4.99","5.00","40,900.00",""
"10/04/2018","GOIL","5.00","2.69","5.00","5.00","5.20","5.00","0","4.99","5.00","10,000.00",""
"09/04/2018","GOIL","5.00","2.69","4.99","4.99","5.20","5.00","0.01","","","1,113,700.00",""
"06/04/2018","GOIL","5.00","2.69","4.99","4.99","4.99","4.99","0","","5.00","2,000.00",""
"05/04/2018","GOIL","5.00","2.69","5.00","5.00","4.99","4.99","-0.01","","4.99","8,900.00",""
"04/04/2018","GOIL","5.00","2.69","4.99","4.99","5.00","5.00","0.01","","5.00","101,600.00",""
"03/04/2018","GOIL","4.99","2.69","4.99","4.99","5.00","4.99","0","5.00","","100.00",""
"29/03/2018","GOIL","4.99","2.69","4.38","4.38","5.00","4.99","0.61","5.00","","28,000.00",""
"28/03/2018","GOIL","4.40","2.69","4.38","4.38","4.40","4.38","0","4.34","4.40","0.00",""
"27/03/2018","GOIL","4.40","2.69","4.33","4.33","4.40","4.38","0.05","4.34","4.40","2,500.00",""
"26/03/2018","GOIL","4.33","2.69","4.32","4.32","4.33","4.33","0.01","","4.32","84,600.00",""
"23/03/2018","GOIL","4.32","2.69","4.31","4.31","4.32","4.32","0.01","4.35","4.50","2,100.00",""
"22/03/2018","GOIL","4.31","2.69","4.28","4.28","4.31","4.31","0.03","4.30","4.50","800.00",""
"21/03/2018","GOIL","4.28","2.69","4.20","4.20","4.28","4.28","0.08","4.28","4.50","3,400.00",""
"20/03/2018","GOIL","4.20","2.69","4.16","4.16","4.20","4.20","0.04","4.16","4.50","2,100.00",""
"19/03/2018","GOIL","4.16","2.69","4.15","4.15","4.15","4.16","0.01","4.15","4.50","1,366,700.00",""
"16/03/2018","GOIL","4.15","2.69","4.11","4.11","4.15","4.15","0.04","4.15","4.50","100.00",""
"15/03/2018","GOIL","4.15","2.69","4.08","4.08","4.15","4.11","0.03","4.11","4.15","6,200.00",""
"14/03/2018","GOIL","4.10","2.69","4.08","4.08","4.08","4.08","0","4.07","4.08","16,200.00",""
"13/03/2018","GOIL","4.10","2.69","4.07","4.07","4.08","4.08","0.01","4.07","4.08","37,600.00",""
"12/03/2018","GOIL","4.10","2.69","4.10","4.10","4.07","4.07","-0.03","","4.11","200,300.00",""
"09/03/2018","GOIL","4.10","2.69","4.07","4.07","4.10","4.10","0.03","4.10","4.13","1,800.00",""
"08/03/2018","GOIL","4.10","2.69","4.07","4.07","4.07","4.07","0","4.07","4.10","300.00",""
"07/03/2018","GOIL","4.10","2.69","4.10","4.10","4.07","4.07","-0.03","4.07","4.15","877,400.00",""
"05/03/2018","GOIL","4.10","2.69","4.08","4.08","4.10","4.10","0.02","4.10","4.50","6,000.00",""
"02/03/2018","GOIL","4.10","2.69","4.08","4.08","4.09","4.08","0","4.11","4.50","2,100.00",""
"01/03/2018","GOIL","4.10","2.69","4.07","4.07","4.09","4.08","0.01","4.09","","23,300.00",""
"28/02/2018","GOIL","4.10","2.69","4.07","4.07","4.10","4.07","0","4.11","4.50","3,400.00",""
"27/02/2018","GOIL","4.08","2.69","4.06","4.06","4.08","4.07","0.01","4.08","","3,000.00",""
"26/02/2018","GOIL","4.06","2.69","4.05","4.05","4.06","4.06","0.01","4.10","4.50","10,300.00",""
"23/02/2018","GOIL","4.05","2.69","4.05","4.05","4.05","4.05","0","4.10","4.50","4,700.00",""
"22/02/2018","GOIL","4.05","2.69","4.05","4.05","4.05","4.05","0","3.95","4.10","1,800.00",""
"21/02/2018","GOIL","4.05","2.69","3.99","3.99","4.05","4.05","0.06","4.05","","317,400.00",""
"20/02/2018","GOIL","4.05","2.69","4.05","4.05","4.05","3.99","-0.06","3.92","4.05","6,700.00",""
"19/02/2018","GOIL","4.05","2.69","3.99","3.99","4.05","4.05","0.06","4.05","4.15","124,800.00",""
"16/02/2018","GOIL","3.99","2.69","3.86","3.86","3.90","3.99","0.13","3.92","4.00","61,000.00",""
"15/02/2018","GOIL","3.88","2.69","3.86","3.86","3.86","3.86","0","3.88","3.90","0.00",""
"14/02/2018","GOIL","3.88","2.69","3.85","3.85","3.86","3.86","0.01","3.87","","2,400.00",""
"13/02/2018","GOIL","3.88","2.69","3.85","3.85","3.88","3.85","0","3.85","","112,300.00",""
"12/02/2018","GOIL","3.88","2.69","3.85","3.85","3.88","3.85","0","","","13,300.00",""
"09/02/2018","GOIL","3.88","2.69","3.85","3.85","3.88","3.85","0","","3.85","8,800.00",""
"08/02/2018","GOIL","3.88","2.69","3.83","3.83","3.88","3.85","0.02","3.85","","26,500.00",""
"07/02/2018","GOIL","3.84","2.69","3.83","3.83","3.84","3.83","0","","3.83","14,000.00",""
"06/02/2018","GOIL","3.84","2.69","3.80","3.80","3.84","3.83","0.03","3.82","3.84","308,600.00",""
"05/02/2018","GOIL","3.81","2.69","3.69","3.69","3.81","3.80","0.11","3.82","","13,300.00",""
"02/02/2018","GOIL","3.80","2.69","3.63","3.63","3.80","3.69","0.06","3.71","3.80","3,200.00",""
"01/02/2018","GOIL","3.64","2.69","3.60","3.60","3.64","3.63","0.03","3.64","3.80","17,000.00",""
"31/01/2018","GOIL","3.60","2.69","3.55","3.55","3.60","3.60","0.05","3.61","","105,100.00",""
"30/01/2018","GOIL","3.56","2.69","3.53","3.53","3.56","3.55","0.02","3.55","","12,200.00",""
"29/01/2018","GOIL","3.54","2.69","3.53","3.53","3.54","3.53","0","3.57","","600.00",""
"26/01/2018","GOIL","3.54","2.69","3.51","3.51","3.54","3.53","0.02","3.53","","2,100.00",""
"25/01/2018","GOIL","3.52","2.69","3.50","3.50","3.52","3.51","0.01","3.51","","4,400.00",""
"24/01/2018","GOIL","3.50","2.69","3.49","3.34","3.50","3.50","0.01","","3.50","8,400.00",""
"23/01/2018","GOIL","3.49","2.69","3.34","3.34","3.52","3.49","0.15","","","128,700.00",""
"22/01/2018","GOIL","3.34","2.69","3.23","3.06","3.36","3.34","0.11","3.36","3.70","124,400.00",""
"19/01/2018","GOIL","3.23","2.69","3.18","3.06","3.23","3.23","0.05","3.27","","19,000.00",""
"18/01/2018","GOIL","3.18","2.69","3.13","3.06","3.19","3.18","0.05","3.20","","2,100.00",""
"17/01/2018","GOIL","3.13","2.69","3.06","3.06","3.13","3.13","0.07","3.14","","50,500.00",""
"16/01/2018","GOIL","3.08","2.69","3.01","3.01","3.08","3.06","0.05","3.10","","1,600.00",""
"15/01/2018","GOIL","3.01","2.69","2.97","2.97","3.01","3.01","0.04","3.01","","1,500.00",""
"12/01/2018","GOIL","2.98","2.69","2.92","2.92","2.98","2.97","0.05","2.98","","2,600.00",""
"11/01/2018","GOIL","2.92","2.69","2.88","2.88","2.92","2.92","0.04","2.93","","300.00",""
"10/01/2018","GOIL","2.88","2.69","2.84","2.84","2.91","2.88","0.04","2.91","","36,500.00",""
"09/01/2018","GOIL","2.85","2.69","2.84","2.84","2.85","2.84","0","2.85","","1,500.00",""
"08/01/2018","GOIL","2.85","2.69","2.78","2.78","2.85","2.84","0.06","2.85","","1,200.00",""
"05/01/2018","GOIL","2.80","2.69","2.77","2.75","2.80","2.78","0.01","2.80","","276,300.00",""
"04/01/2018","GOIL","2.78","2.69","2.75","2.75","2.78","2.77","0.02","2.76","2.78","9,000.00",""
"03/01/2018","GOIL","2.77","2.69","2.69","2.69","2.77","2.75","0.06","2.78","","8,600.00",""
"02/01/2018","GOIL","2.69","2.69","2.69","2.69","2.69","2.69","0","2.69","","16,600.00",""
"29/12/2017","GOIL","2.69","1.09","2.69","2.68","2.69","2.69","0","2.70","","0.00",""
"28/12/2017","GOIL","2.69","1.09","2.68","2.68","2.69","2.69","0.01","2.70","","1,000.00",""
"27/12/2017","GOIL","2.68","1.09","2.67","2.67","2.68","2.68","0.01","2.67","","300.00",""
"21/12/2017","GOIL","2.68","1.09","2.65","2.65","2.65","2.66","0.01","2.65","2.69","136,200.00",""
"21/12/2017","GOIL","2.68","1.09","2.66","2.66","2.68","2.67","0.01","2.68","","215,500.00",""
"20/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","2.65","2.68","0.00",""
"19/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.65","60,400.00",""
"18/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.65","5,500.00",""
"15/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.65","0.00",""
"14/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.65","0.00",""
"13/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.70","4,500.00",""
"12/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.65","500.00",""
"11/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.65","0","","2.64","80,500.00",""
"08/12/2017","GOIL","2.68","1.09","2.64","2.64","2.64","2.65","0.01","","2.64","4,700.00",""
"07/12/2017","GOIL","2.68","1.09","2.64","2.64","2.64","2.64","0","2.64","","2,400.00",""
"06/12/2017","GOIL","2.68","1.09","2.65","2.65","2.64","2.64","-0.01","2.64","","1,800.00",""
"05/12/2017","GOIL","2.68","1.09","2.65","2.65","2.65","2.65","0","2.65","","20,700.00",""
"04/12/2017","GOIL","2.68","1.09","2.67","2.67","2.65","2.65","-0.02","2.64","2.65","1,300.00",""
"30/11/2017","GOIL","2.68","1.09","2.65","2.65","2.68","2.67","0.02","2.65","2.68","5,500.00",""
"29/11/2017","GOIL","2.65","1.09","2.64","2.64","2.65","2.65","0.01","2.64","","5,200.00",""
"28/11/2017","GOIL","2.64","1.09","2.61","2.61","2.64","2.64","0.03","2.64","","7,700.00",""
"27/11/2017","GOIL","2.61","1.09","2.61","2.61","2.61","2.61","0","2.62","","0.00",""
"24/11/2017","GOIL","2.61","1.09","2.61","2.61","2.61","2.61","0","2.61","","47,300.00",""
"23/11/2017","GOIL","2.61","1.09","2.60","2.60","2.61","2.61","0.01","2.60","","13,300.00",""
"22/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","2.61","","20,700.00",""
"21/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","2.60","","1,400.00",""
"20/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","","2.60","600.00",""
"17/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","","2.60","400.00",""
"16/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","2.60","2.63","0.00",""
"15/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","","2.70","0.00",""
"14/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","","","13,100.00",""
"13/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","2.60","","0.00",""
"10/11/2017","GOIL","2.60","1.09","2.60","2.60","2.60","2.60","0","2.61","","23,400.00",""
"09/11/2017","GOIL","2.60","1.09","2.59","2.59","2.60","2.60","0.01","2.61","","400.00",""
"08/11/2017","GOIL","2.59","1.09","2.56","2.56","2.59","2.59","0.03","2.59","","1,000.00",""
"07/11/2017","GOIL","2.56","1.09","2.56","2.56","2.56","2.56","0","2.57","","0.00",""
"06/11/2017","GOIL","2.56","1.09","2.55","2.55","2.56","2.56","0.01","2.57","","2,000.00",""
"03/11/2017","GOIL","2.55","1.09","2.52","2.52","2.55","2.55","0.03","2.55","","7,000.00",""
"02/11/2017","GOIL","2.52","1.09","2.51","2.51","2.52","2.52","0.01","2.52","","4,000.00",""
"01/11/2017","GOIL","2.51","1.09","2.50","2.50","2.51","2.51","0.01","2.51","","1,100.00",""
"31/10/2017","GOIL","2.50","1.09","2.49","2.49","2.50","2.50","0.01","2.50","","6,400.00",""
"30/10/2017","GOIL","2.49","1.09","2.49","2.49","2.49","2.49","0","2.49","","500.00",""
"27/10/2017","GOIL","2.49","1.09","2.48","2.48","2.49","2.49","0.01","2.49","","2,000.00",""
"26/10/2017","GOIL","2.48","1.09","2.48","2.48","2.48","2.48","0","2.48","","900.00",""
"25/10/2017","GOIL","2.48","1.09","2.46","2.46","2.48","2.48","0.02","2.48","","2,900.00",""
"24/10/2017","GOIL","2.46","1.09","2.46","2.46","2.46","2.46","0","2.47","","7,900.00",""
"23/10/2017","GOIL","2.46","1.09","2.46","2.46","2.46","2.46","0","2.44","","0.00",""
"20/10/2017","GOIL","2.46","1.09","2.46","2.46","2.46","2.46","0","2.46","","2,700.00",""
"19/10/2017","GOIL","2.46","1.09","2.46","2.46","2.46","2.46","0","2.46","","0.00",""
"18/10/2017","GOIL","2.46","1.09","2.43","2.43","2.46","2.46","0.03","2.46","","5,000.00",""
"17/10/2017","GOIL","2.43","1.09","2.42","2.42","2.43","2.43","0.01","2.44","","400.00",""
"16/10/2017","GOIL","2.42","1.09","2.42","2.42","2.42","2.42","0","2.42","","1,600.00",""
"13/10/2017","GOIL","2.42","1.09","2.40","2.40","2.42","2.42","0.02","2.42","","3,300.00",""
"12/10/2017","GOIL","2.40","1.09","2.40","2.40","2.40","2.40","0","2.40","2.41","0.00",""
"11/10/2017","GOIL","2.40","1.09","2.40","2.40","2.40","2.40","0","2.40","2.41","3,400.00",""
"10/10/2017","GOIL","2.40","1.09","2.40","2.40","2.40","2.40","0","2.40","","31,600.00",""
"09/10/2017","GOIL","2.40","1.09","2.40","2.38","2.40","2.40","0","2.40","2.50","200.00",""
"06/10/2017","GOIL","2.40","1.09","2.38","2.38","2.40","2.40","0.02","2.40","2.50","24,100.00",""
"05/10/2017","GOIL","2.38","1.09","2.36","2.36","2.38","2.38","0.02","2.38","2.40","4,100.00",""
"04/10/2017","GOIL","2.36","1.09","2.36","2.36","2.36","2.36","0","2.36","2.40","0.00",""
"03/10/2017","GOIL","2.36","1.09","2.36","2.36","2.36","2.36","0","2.36","2.40","200.00",""
"02/10/2017","GOIL","2.36","1.09","2.36","2.36","2.36","2.36","0","2.35","2.40","0.00",""
"29/09/2017","GOIL","2.36","1.09","2.35","2.35","2.36","2.36","0.01","2.36","","22,000.00",""
"28/09/2017","GOIL","2.35","1.09","2.35","2.32","2.32","2.35","0","2.36","","112,200.00",""
